"MapoticID";"Longitude";"Latitude";"Name";"Category";"Rating";"Image URL";"Import ID";"Description";"Address";"Web";"E-mail";"Phone number";"Description";"Refreshment";"Diving";"Entrance";"Accessibility/parking";"Link";"Nudist beach";"Video";"Dog swimming"
"242212";"-6.741365";"55.170163";"Portstewart Strand, County Londonderry";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242212/portstewart_strand_co__derry_-_londonderry_-_geograph_org_uk_-_155430_FB2eeRo.jpg";"";"Catch a wave or soak up the sun on this two-mile stretch of white sand in County Londonderry on the north coast of Northern Ireland, named one of the UK’s best beaches by Rough Guides. If you tire of swimming, it’s also a National Trust conservation site so you can check out the butterflies and wild pansy flowers, if you dig that sort of thing. Or for something a bit different try your hand at slacklining.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242213";"-2.067102";"55.447835";"Linhope Spout, Northumberland";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242213/14803017535_3b6cc801b0_b_1PdiyvQ.jpg";"";"What’s not to love about a 60ft chute of water? A “bottomless” plunge pool beneath is also great for anyone who wants to dive or jump from a 6ft high ledge. Find it: Turn off the A697 at the junction to Ingram. Follow the valley road and park before starting the walk at Hartside Farm. Start the walk at O.S Grid Reference: NT 976 163.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242219";"15.584916640073061";"49.57559822656276";"u HB";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242219/46ef37ce-282a-4f8e-b27f-f7bac0aee559_gMF4Qp9.jpg";"";"";"";"";"";"";"";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Suitable for nudists";"";""
"242260";"15.604256496744302";"46.16486044621911";"Aqualuna";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242260/67a13b4b-9cb0-4c51-9478-b4a2d6adf833_7lELgFa.jpg";"";"Aquapark";"";"";"";"";"";"";"";"";"";"";"";"";""
"242261";"15.606483333333385";"46.15629166666665";"Terme Olimia";"Thermal pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242261/photo_DvlRLYB.jpg";"";"Velkolepy designovy aquapark";"Zdraviliska cesta 24, sl-3254 Podcertek";"";"";"";"";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"";"";""
"242262";"16.22098480788148";"46.68103186061988";"Terme 3000 Moravske Toplice";"Thermal pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242262/f22d44d9-ad04-44df-aae7-2fd6928da972_WSkWCDD.jpg";"";"Uzasny termalni park pro vsechny vekove kategorie. Kemp+vstup akvapark+polopenze 30E, deti zdarma. ";"";"";"";"";"";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"";"";""
"242263";"16.740030000000043";"47.75359499999997";"Illmitz";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242263/92997162-2e82-499d-9378-304939b42673_QAOs00q.jpg";"";"Neusiedlersee-ne prave nejcistsi, ale krasne misto k nocovani. Pristav, hriste pro deti. ";"";"";"";"";"";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"";"";""
"242264";"16.75985150127325";"47.385742421529";"Bukfurdo";"Thermal pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242264/b41f8587-0648-4ac1-85b0-db659a26c96a_ncSCORK.jpg";"";"Hezky termalni akvapark s prirodni scenerii. Mnoho mist krytych pred sluncem, rozsahla vnitrni lecebna cast s opravdu vyraznou vodou. Caste animace pro deti. Festival jidla v obci v puli cervence stoji za navstevu. ";"";"";"";"";"";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"";"";""
"242275";"15.244348179548979";"49.276088491394034";"Přírodní koupaliště Valcha";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242275/8e709326-917d-43b9-a9b7-142ee445b01b_mhRILvW.jpg";"";"Koupaliště je necelý 1km od Počátek, čistá voda.";"";"";"";"";"";"No restaurant";"Not suitable for diving";"No entrance fee";"500 m";"";"Not suitable for nudists";"";""
"242294";"-7.207353115081788";"57.7234485502831";"West Beach, Berneray, Isles of Harris";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242294/berneray_beach_harris_1_oe1HbKJ.jpg";"";"The clear turquoise waters of Berneray are reached by wandering through dunes and crossing fine, white sands. The island’s colourful landscape is covered in stone circles. With exquisite views, it is perhaps the most beautiful swimming beach in the UK; brace yourself for the cold waters!";"";"";"";"";"";"";"";"";"";"";"";"";""
"242295";"-4.7168";"50.6644";"St Nectan’s Kieve, Tintagel";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242295/st_nectans_kieve-8684_DWaRSaY.jpg";"";"At the head of a wild glen a tall, slender waterfall falls into a high basin, flows through a circular hole and drops into a plunge pool (the kieve). This is a holy place with prayer flags, a shrine room above and lots of steps. There is a small tea room in the hermitage. An entrance fee applies.";"";"";"";"";"";"";"";"Entrance fee";"";"";"";"";""
"242296";"-4.0399";"53.052";"Watkins path waterfalls";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242296/2431900_b3904c9f_ddibMpa.jpg";"";"There are a series of pools and falls on Cwm Llan at the bottom of the Watkins path and the waterfall is popular with walkers eager to freshen up after climbing Mount Snowdon.

From Beddgelert (A498), continue past Llyn Dinas and park beyond Gwynant Chapel café (LL55 4NL) on the right. Explorers can continue to the secluded pools on the nearby Afon Merch (53.0520,-4.0399). Llanberis waterfalls (53.1115, -4.1255) are also worth a visit on the north side of Snowdon (20 minutes, 53.0441, -4.0551).";"";"";"";"";"";"";"";"";"";"";"";"";""
"242297";"-3.6011";"51.7714";"Lady Falls, river Fechan";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242297/1024px-sgwd_gwladys_wide_view_XPM0uq6.jpg";"";"A graceful column of water falls 10 metres into a deep, large plunge pool. Set in a wooded amphitheatre, you can also climb behind the fall and dive back in.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242298";"-3.122503";"54.507012";"Galleny Force, Stonethwaite";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242298/1514476_34ec40ee_n8LbRix.jpg";"";"Galleny Force has two sets of pools and cascades, with grassy knolls and ancient rowan trees, fun for plunging, snorkelling and picnics.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242299";"-2.9289";"54.5793";"Aira Beck";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242299/aira_beck_-_geograph_org_uk_-_724088_AZ5BGz9.jpg";"";"A series of pools and deep pots for a half mile above the well-known Aira Force waterfall.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242300";"-2.5637";"55.0202";"Crammel Linn, River Irthing";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242300/crammel_linn_on_the_river_irthing_-_geograph_org_uk_-_492041_Q2s05NG.jpg";"";"A huge waterfall with pool on a wild moor.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242301";"-2.157585";"54.404081";"Kisdon Force, river Keld";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242301/613040_c016a410_XtZhtR9.jpg";"";"Here you'll find two spectacular waterfalls set deep in a woody gorge. One is five metres high with an 80m-wide plunge pool, open and awe-inspiring. The other is 12 metres high with a 50m-wide plunge pool.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242302";"-2.1803";"54.4095";"Wain Wath waterfall, Keld";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242302/2033873_0996e148_3Ws8ahL.jpg";"";"A wide waterfall, about three metres high, with a pleasant plunge pool and an open aspect by the roadside. There are limestone cliffs in the valley and grassy banks for picnics, as well as interesting river and rock shapes downstream and good paddling.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242303";"-2.258";"54.0994";"Catrigg waterfall";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242303/2174245_34b7b9f9_bU8SWux.jpg";"";"An atmospheric waterfall set in woodland on the edge of a moor with a small pool beneath towering rocks.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242304";"-2.1365";"54.0657";"Janet’s Foss";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242304/janets-foss-2779486_960_720_gKG6Nh2.jpg";"";"A lovely little clear plunge pool with a cave. Perfect for families.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242305";"-2.469";"54.1727";"Thornton Force, river Kingsdale";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242305/4721985_4bbb0978_p3ADIN3.jpg";"";"A famous waterfall with an overhang and a large pool popular with bathers.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242307";"-5.0012";"56.9548";"The Witch’s Cauldron, Clunes";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242307/3721795_2ad42fa9_YttzKZf.jpg";"";"Eas Chia-aig is a series of three falls and pools set in quick succession by the roadside with interesting rock formations.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242308";"-4.8593";"57.2723";"Plodda Falls, Glen Affric";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242308/abhainn_deabhag_at_plodda_falls_vJ3K2sd.jpg";"";"A deep, large, black plunge pool (30 metres) at the base of Scotland’s second highest waterfall. The remains of Victorian viewing gangways can still be found around the pool and it can be a tricky scramble down into this forested canyon.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242309";"-3.7827";"56.7185";"Linn of Tummel waterfall";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242309/5676646_3e28428a_upjGktU.jpg";"";"There are impressive pools by these roadside falls. The lane continues along the wild shores of Tummel and Rannock lochs (B846).";"";"";"";"";"";"";"";"";"";"";"";"";""
"242310";"-3.7886";"56.9763";"Eidart Falls, Glen Feshie";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242310/266612_73d7777a_rvCftvO.jpg";"";"Deep large pools and waterfalls with clear water flow through this truly wild river valley.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242328";"12.370021920651197";"50.20112718882038";"Cézar";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242328/15dbcbe0-0347-49e5-bf69-ac52441d448f_8gNpGNO.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"242329";"12.368256356567144";"50.205471983058246";"Bahňak";"Sand quarry";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242329/02a111d3-867d-4d3a-ba25-d563ba13a8da_fAWgF2G.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"242335";"-4.529028";"50.984052";"Speke's Mill Mouth Waterfall";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242335/2966965_3fdd7db0_oLWcRUS.jpg";"";"A very pleasant 25 minute walk south along the tops of the cliffs from Heartland Quay gets you to Speke's Mill Mouth waterfall. Waterfall with a medium depth pool, this one is on a beautiful stretch of rugged Devon coastline.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242337";"-3.929251";"53.098352";"Llynnau Mymbyr, Snowdonia";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242337/1736951_89cfb89b_te8dM5y.jpg";"";"These beautiful twin lakes are perfect for swimming.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242338";"-4.067674";"53.069996";"Llyn Glaslyn, Snowdonia";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242338/llydawandglaslyn_EQvq1vX.jpg";"";"This heart-shaped lake halfway up Snowdon is the perfect swimming spot for lovers. Even more romantic, Welsh folklore has it that this was where King Arthur had Bedivere throw Excalibur and where Arthur's body was later placed in a boat to be carried away to Avalon.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242339";"-2.938318";"54.375375";"Lake Windermere, Lake District";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242339/lake_windermere_in_2005_k4OX6Cv.jpg";"";"This is outdoor-swimming heaven, with invigorating temperatures and gobsmacking views.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242340";"-2.2792852";"54.1001082";"Stainforth Force";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242340/stainforth_force_-_geograph_org_uk_-_433067_z8VJ7Yr.jpg";"";"This is where wild swimming gets really WILD, with plenty of sky-high jumping spots -the more casual bather may want to swerve this one. For those diving in, you can expect to swim alongside wild salmon, which may make you feel rather cumbersome, especially when they leap in and out of the water.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242341";"-0.1662832";"51.50536349999999";"Serpentine Lake";"Lake (pond)";"2.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242341/5325181_12aa2b58_FAig6lo.jpg";"";"Home to the infamous Serpentine Swimming Club, which meets every morning (and has done so for the past 150 years), this swimming spot is as civilised as wild swimming gets. Every Saturday morning at 8am, club members gather for the weekly race, and wetsuits are BANNED. Non-members can take the plunge from May to September only.";"";"";"";"";"";"";"";"";"";"";"";"";""
"242369";"17.050262934320635";"48.18752861716832";"Kupalisko Lamač";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242369/f6fa14e1-ca30-43b1-a429-3777edb1aaff_tQcyjgd.jpg";"";"Vstupné 4€";"";"";"";"";"";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"";"";""
"242387";"13.417181968688967";"50.40110500507524";"Koupaliště Březno";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242387/koupaliste-brezno.jpg";"";"";"";"";"";"";"";"";"";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"242388";"13.070554733276369";"50.40054423179751";"Zatopený Lom Vykmanov";"Quarry";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242388/img_2368_PbHrIHs.jpg";"";"Přístup je krkolomější, ale voda průzračná. Dá se skákat ze skály";"";"";"";"";"";"No restaurant";"";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"242389";"13.434734344482422";"50.473266227381366";"Velký otvický rybník (Banda)";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/242389/velky-otvicky-rybnik-banda_MXXDUyw.jpg";"";"wakeboard. Koupání i se psem.";"";"";"";"";"";"Restaurant on site";"";"No entrance fee";"Very close";"";"";"";""
"243541";"1.0731";"47.3247";"Chenonceaux, Indre-et-Loire";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/243541/chateau_de_chenonceau_indre-et-loire_VrRbYwM.jpg";"";"“Most people have to pay to go on a boat tour to see the iconic Chenonceaux Abbey and châteaux. So to be able to swim down, through and under this incredible châteaux is not only like swimming through French history, but it also feels a bit illicit. Like you’re getting something for free. It’s a stunning backdrop, especially at sunset."" source: https://www.redbull.com/gb-en/best-wild-swimming-spots-france";"Lat Long: 47.3247, 1.0731";"";"";"";"";"No restaurant";"Not suitable for diving";"No entrance fee";"500 m";"https://www.redbull.com/gb-en/best-wild-swimming-spots-france";"Not suitable for nudists";"";""
"243543";"7.901984399999999";"53.78978310000001";"Wangerooge";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/243543/wangerooge_promenade_cJQLZ1P.jpg";"";"beautiful beach by the norh sea";"Wangerooge";"";"";"";"";"Restaurant on site";"Suitable for diving";"No entrance fee";"1000 m +";"https://edition.cnn.com/travel/article/germany-best-swimming-spots/index.html";"Not suitable for nudists";"";""
"243544";"8.333598900000002";"54.6637151";"Amrum";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/243544/2775241081_d0abce6f1a_b_ny8GO51.jpg";"";"Amrum";"Amrum";"https://edition.cnn.com/travel/article/germany-best-swimming-spots/index.html";"";"";"";"Restaurant on site";"Suitable for diving";"No entrance fee";"500 m";"";"Not suitable for nudists";"";""
"243557";"13.376771541390518";"49.78497833290601";"Šídlovák";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/243557/639ff36a-1d60-4433-8041-7d1058155f4a_alULeE4.jpg";"";"";"";"";"";"";"";"No restaurant";"Not suitable for diving";"No entrance fee";"500 m";"";"Not suitable for nudists";"";""
"245825";"-1.2873959541320803";"51.7713852591038";"Port Meadow";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245825/port_meadow_sunset_83RgBpw.jpg";"";"This curvy stretch of babbling water is so pretty Lewis Carroll apparently drew inspiration from it for Alice's Adventures in Wonderland. You'll float past little beaches and grassy meadows filled with cattle. Just watch out for boats.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245826";"-4.438132";"57.313756";"Loch Ness";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245826/loch-ness-3732382_960_720_sWMIwhc.jpg";"";"If you're not too afraid of Nessie, wild swimming in Britain's longest lake is a wee must for the bucket list. Experts recommend starting from the small beach opposite Urquhart Castle and wading down through the fields. Hopefully it'll just be the cold that nips...";"";"";"";"";"";"";"";"";"";"";"";"";""
"245828";"-2.741518020629883";"50.7033618142387";"Burton Bradstock";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245828/1988057_38000844_p4RYZJL.jpg";"";"Did you love Jurassic Park? You should visit Burton Bradstock, with its honey-coloured, crumbling cliffs and fossils from the ancient Jurassic Coast. Slip in from the pebbly Hive beach and make your way down the twinkly blue expanse.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245829";"-3.903463";"52.69288";"Llyn Cau";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245829/llyn_cau_cadair_idris_-_geograph_org_uk_-_9787_xqZBnm6.jpg";"";"Jump into Llyn Cau, the melted glacier slap-bang in the middle of the crater of Cadair Idris, that's what. The 1,150ft ascent will have you gagging for a chilling dip, even if you're surrounded by freshly fallen snow.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245831";"14.244882";"53.923997";"Swinoujscie Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245831/usedom-3621881_960_720_NreixVf.jpg";"";"One of the best beaches in Poland. No trash, no jellyfish, only nice sand. Be careful, there are kitesurfers.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245833";"18.59858";"54.425896";"Jelitkowo Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245833/1024px-gdansk__plaza_w_jelitkowie__-_panoramio_wzf4fM3.jpg";"";"Nice beach with many services.";"";"";"";"";"";"Restaurant on site";"";"No entrance fee";"Very close";"";"";"";""
"245836";"19.448442";"54.388799";"Krynica Morska Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245836/krynica_morska_july_2013_10_5kWzTIr.jpg";"";"Wide beach on the east border of Poland. Not so much occupied as the one in Triple City. ";"";"";"";"";"";"Restaurant on site";"";"";"";"";"";"";""
"245838";"18.566309";"54.452533";"Sopot Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245838/sopot_beach_3565-66_gmT9j3L.jpg";"";"What a lovely place. The cafe culture. the ambiance is lovely. A great place to take the family. I wish I had visited sooner. Another place on my bucket list to go back to.";"";"";"";"";"";"Restaurant on site";"";"";"";"";"";"";""
"245839";"18.088845";"54.8333";"Debki Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245839/6053893443_a1c87b17fe_b_gSD8cmf.jpg";"";"We visited a few times, every time via a different entrance, our favorite number 23, on the eastern side of the Piasnica delta. We found especially the walks from 23 eastwards, and then having a drink or some food in the Kontener Dębki, quite pleasant; or else a walk in Dębki center followed by a bite in Dębki Playa. The beach is quite clean, except maybe around the popular entrances, like next to the Kontener Dębki.";"";"";"";"";"";"Restaurant on site";"";"";"";"";"Suitable for nudists";"";""
"245846";"14.8033363558352";"49.529653760849335";"Bazén Mladá Vožice";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245846/ff53b1a2-fdba-45c3-83b0-0bac556a3a58_U6HWR3V.jpg";"";"";"";"";"";"+420 381 201 911";"";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"245847";"14.682968202978373";"49.5790456499803";"Rybník u Olší";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245847/dc0b7ab5-29ee-4589-9d32-7e2e4e23b20f_dFiUwOo.jpg";"";"Poměrně čistá voda a (velice) pozvolný vstup";"";"";"";"";"";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"245848";"15.572828";"54.186535";"Kolobrzeg's Main Beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245848/pol_ustka_plaza_wschodnia_061_UruprpO.jpg";"";"The beach is without a doubt Kolobrzeg's main attraction. The sand is fine and comfy, the beach is wide and long, the water is clear and inviting, the wooden breakwaters offer a place to roosting sea birds and make for charming pictures. A bit eastward one finds classic 30s/40s beach chairs for rent, charming.";"";"";"";"";"";"Restaurant on site";"";"";"";"";"";"";""
"245849";"16.429373";"48.216637";"New Danube";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245849/7838456004_e7bfddb124_b_1LBIYbL.jpg";"";"The New Danube, however, contains numerous grassy hideaways along the banks, meaning that you can get as close or as far away from the company as you please. Nice place for swimming";"";"";"";"";"";"Restaurant on site";"";"";"";"";"";"";""
"245850";"13.926955";"46.579548";"Faaker See";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245850/1024px-tallach_2015_61_faaker_see_ql8LhVB.jpg";"";"The southernmost bathing lake in Austria, Faaker See is a haven in the summer, with blissful turquoise waters and an expanse of jagged mountains in the background – it is totally picture perfect.";"";"";"";"";"";"Restaurant on site";"";"Entrance fee";"";"";"";"";""
"245851";"13.793647";"47.872626";"Traunsee";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245851/traunsee-4101817_960_720_36h1PuQ.jpg";"";"Very beautiful lake with many activities nearby. Food, hiking, swimming, coffee.

Located in the charming and popular holiday town of Gmunden in Upper Austria, this beautiful and gigantic lake is renowned for its pure waters, making it perfect for impromptu summer dips.";"";"";"";"";"";"Restaurant on site";"";"";"";"";"";"";""
"245852";"15.271713";"47.792525";"Erlaufsee";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245852/erlaufsee_8414_AS86jyv.jpg";"";"The Erlaufsee is hugged by sandy beaches and is blessed with spectacular surroundings. As well as swimming, diving, surfing, boating, and fishing also take place on these stunning waters. Located between Styria and Lower Austria, there are many holiday homes available to rent nearby.";"";"";"";"";"";"Restaurant on site";"Suitable for diving";"";"";"";"";"";""
"245854";"14.154733";"46.624962";"Wörthersee";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245854/1024px-blick_vom_ehemaligen_aussichtsturm_am_pyramidenkogel_richtung_klagenfurt_gKDl8Ro.jpg";"";"The Wörthersee lives in a southern area of Austrian known as the state of Carinthia. The popular bathing lake is a lively tourist destination in summertime, not only popular with swimmers, but with a variety of water sports enthusiasts too.";"";"";"";"";"";"Restaurant on site";"Suitable for diving";"";"";"";"";"";""
"245855";"11.709125";"47.462498";"Achensee";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245855/achensee_blick_von_der_erfurter_hutte_Z6lHYPS.jpg";"";"Achensee is the largest lake in Tyrol, and certainly one of the most beautiful beautiful too. The sandy beaches attract many sun worshippers and the incredible clear waters make it a popular destination for diving.";"";"";"";"";"";"Restaurant on site";"Suitable for diving";"";"";"";"";"";""
"245856";"12.620086";"47.131807";"Weißsee";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245856/29924360817_3e6f2a7963_b_UWuDXhW.jpg";"";"Weisssee is primarily known for being a popular skiing resort, but in the summertime it doubles up as a fantastic swimming location. Very cold and clean water.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245857";"13.590558";"46.793022";"Millstätter See";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245857/1023px-millstatter_see_ost_01_2013_F10XDI7.jpg";"";"Bath warm, transparent water and dreamy mountain backdrops are just a few of the drawing points of this lake in mid Carinthia. Temperatures average around 27 degrees in the summer, and the shallow lakeside makes it perfect for quick dips or lengthy swims.";"";"";"";"";"";"Restaurant on site";"Suitable for diving";"Entrance fee";"";"";"";"";""
"245858";"13.772672";"47.638664";"Altausseer See";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245858/41830219055_f0893e0268_b_LsJznM1.jpg";"";"Over 9,000 square metres of the best quality water entice swimmers all summer long at this lake in Styria. A 70-metre long water slide as well as a beach bar, and restaurant make it perfect for families.";"";"";"";"";"";"";"";"";"";"";"";"";""
"245861";"9.894642699999999";"53.54453079999999";"Elbstrand, Hamburg";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/245861/elbe-2894203_960_720_7J7A2iQ.jpg";"";"The beaches along Hamburg's Elbe River are known as the Elbstrand";"";"";"";"";"";"Restaurant on site";"Not suitable for diving";"No entrance fee";"Very close";"";"";"";""
